1.003453616296741302e+01,5.517159478818860485e+00,6.338410652562632031e+00,5.034802801326155652e+00,6.928867561800497121e+00,1.757344329965624397e+01,2.701600013430887159e+01,1.141582001903286425e+01,5.381910309540073101e+00,2.427616326921654988e+01,2.263571235920928970e+01,4.882614495727528237e+01,2.995979690982711929e+01,2.463258576566879299e+01,6.625289079730587218e+02,2.106379750276875740e+01,2.946022738979829114e+01,6.098188670814723267e+00,1.486891050612373100e+01,1.007029990758033122e+01,2.374611659754359394e+01,7.963633093981916211e+00,1.848153625885771945e+01,1.169133965030315991e+01,1.505850719701685669e+01,5.533411054066820434e+00,9.807036814389890722e+00,1.601242313789401450e+01,8.183304522837667960e+00,3.447034024045730671e+00,5.861527679719517891e+01,5.709066298920745908e+00,3.936215681381913356e+01,2.042108878914553571e+01,6.562595208825002580e+00,5.220089528511087984e+00,2.893441070643041257e+01,2.173689583985689566e+01,5.708711739484376935e+00,1.832124617368186037e+01,8.293995045954844159e+00,1.038824732417797847e+01,3.740383642513055218e+00,7.072836516292436038e+00,5.449192258343668982e+01,6.392516797410823237e+00,3.412747621196492442e+00,4.407004115204515848e+00,5.414869793319920888e+01,3.753041734130721618e+00
1.018943247633570159e+01,5.579892447775024245e+00,6.443310293284949530e+00,5.105144330381367723e+00,6.965001798861043092e+00,1.784652786853180828e+01,2.768253266683577252e+01,1.175969960442798801e+01,5.381822059602323627e+00,2.479798468376229792e+01,2.304544267873962227e+01,4.924189333501773547e+01,3.063528117858400535e+01,2.541085117349906497e+01,6.684312851994869789e+02,2.108373389153074839e+01,2.993203091008082950e+01,6.155825621336481035e+00,1.510761711637754345e+01,1.010293918642371302e+01,2.399516911849317680e+01,8.040866343574823105e+00,1.862094608675262108e+01,1.172779904741675239e+01,1.538443034589130498e+01,5.614796095185213609e+00,9.896028479312430903e+00,1.617242869979468622e+01,8.285853781828013354e+00,3.496732167684289294e+00,6.003002189516355003e+01,5.737054552527634854e+00,4.037447015947794426e+01,2.036795159804949762e+01,6.603138542288002455e+00,5.300880921572305837e+00,2.958093251476121566e+01,2.216744497423864857e+01,5.860526718248857847e+00,1.856271533260579076e+01,8.406363273222027033e+00,1.044143830570827269e+01,3.819682366251519579e+00,7.096917454938409975e+00,5.605041171135655986e+01,6.520579847932301831e+00,3.450891470374088943e+00,4.416941399316629990e+00,5.468607646831736702e+01,3.751289297803400924e+00
1.021064495740071010e+01,5.599388477524046337e+00,6.420397707691592792e+00,5.190327993895800240e+00,7.106017457200255905e+00,1.790415489598518661e+01,2.809134516811190707e+01,1.183417871193088189e+01,5.350543095116508496e+00,2.521216238889108041e+01,2.337038188831818530e+01,4.621377558286386744e+01,3.097525708455145477e+01,2.564116997153746169e+01,6.758855899803243119e+02,2.193374794918236503e+01,3.053201908365280914e+01,6.119674526217576016e+00,1.540051947587593162e+01,9.807975096596218023e+00,2.386759373197605427e+01,8.075735205580839349e+00,1.899159294080639881e+01,1.171467877201280317e+01,1.550154551877640685e+01,5.639817438423891716e+00,1.002904692752237104e+01,1.639703566459067829e+01,8.375565863953786661e+00,3.532669685702662488e+00,6.055017852949674761e+01,5.741370784554537643e+00,4.078878421376526830e+01,2.028737850994611591e+01,6.612207534750721649e+00,5.324334529361482993e+00,2.945621061926417639e+01,2.222640974887207577e+01,5.905370380834965793e+00,1.878824577074887259e+01,8.561302020990346762e+00,1.054623154978573929e+01,3.822794378664695625e+00,7.109990001384107750e+00,5.520386858989226653e+01,6.551914036432109789e+00,3.466940224508915147e+00,4.409447806542002191e+00,5.339144217040908558e+01,3.755709496896662447e+00
1.021355947886392990e+01,5.591998503306186308e+00,6.398061266275298031e+00,5.174204864036998863e+00,7.037628819509504474e+00,1.774730891459518389e+01,2.791165157483604276e+01,1.192697349216287783e+01,5.251261684454100021e+00,2.480364183125771760e+01,2.318080186474214344e+01,4.679581526661744562e+01,3.082568704370364543e+01,2.593086965363855967e+01,6.720613084568941531e+02,2.201265810605389106e+01,3.058594477633748809e+01,6.065382724648007873e+00,1.522830396400655317e+01,9.553415341914076819e+00,2.370673487822522318e+01,8.155511436598519737e+00,1.898712882694667314e+01,1.147203772102183272e+01,1.547274962429335332e+01,5.563420671191810385e+00,9.938181247945033547e+00,1.615962662210806400e+01,8.372393077252430871e+00,3.510886002515992477e+00,6.006537392282942278e+01,5.796051871105249553e+00,4.051566322286282684e+01,1.972666723970497316e+01,6.517643054881590459e+00,5.285810505113024860e+00,2.916029877209960119e+01,2.222276653378556688e+01,5.921429690364813148e+00,1.862330750864319739e+01,8.533319093028477909e+00,1.039391464155019484e+01,3.818263765234619189e+00,7.057694823448292354e+00,5.514224117048194529e+01,6.510676684581675921e+00,3.460448266898297653e+00,4.331838817207526837e+00,5.243312800509664839e+01,3.647374663929588756e+00
1.023287592235124954e+01,5.604831391134459828e+00,6.431839454680028823e+00,5.250257516349677189e+00,7.171090443165874184e+00,1.776417247267055188e+01,2.779231549951091651e+01,1.226787375209055853e+01,5.246853104255723821e+00,2.480402025127890298e+01,2.277881931671501192e+01,4.813172505567417403e+01,3.115537219940560121e+01,2.646781797830245608e+01,6.708389788367660458e+02,2.218032740903331046e+01,3.059325472502139931e+01,6.166407192302597373e+00,1.520317920578767712e+01,9.692836411121819040e+00,2.361462970011742968e+01,8.110687626557274044e+00,1.889777977314491153e+01,1.151391316911206708e+01,1.557250421512167193e+01,5.588001974137757344e+00,9.906845749384691757e+00,1.614607265425136262e+01,8.384869975497347028e+00,3.522849702842023589e+00,6.004694022171728562e+01,5.802003170948951016e+00,4.016692107243014220e+01,2.012844780560609337e+01,6.542910417864689521e+00,5.313334808608951576e+00,2.914288857033937674e+01,2.186666903673006246e+01,5.932567592896640818e+00,1.877428335338096588e+01,8.460813304106777011e+00,1.040209270690037080e+01,3.829790276003207428e+00,7.082230599339688126e+00,5.442861306420508782e+01,6.593640730872965428e+00,3.469283784425861938e+00,4.337406343175755907e+00,5.398023218350999741e+01,3.691648696377864081e+00
1.032775932201852243e+01,5.631093261805430572e+00,6.487166307346334371e+00,5.316432559459646434e+00,7.052935474300913832e+00,1.795619368274902428e+01,2.824476954188434163e+01,1.230904185402274464e+01,5.253468900467265890e+00,2.522772583082572950e+01,2.292524424323435284e+01,4.887097746973194745e+01,3.110035103539764023e+01,2.644234748429857618e+01,6.754493413499006920e+02,2.216825753779798092e+01,3.094869257724335654e+01,6.174665240313222725e+00,1.559064365088956272e+01,9.667411575092138776e+00,2.338702845374558237e+01,8.079697913235429851e+00,1.888445698079881652e+01,1.145345136630111504e+01,1.574012840768173049e+01,5.662098321145759172e+00,9.895986038079250591e+00,1.639366034483762746e+01,8.475417964781044589e+00,3.550540805484164952e+00,6.123253864621629106e+01,5.895481113766074088e+00,4.129777275991504126e+01,1.981249068765461274e+01,6.545376874624245112e+00,5.404464233021177400e+00,2.982664107648464835e+01,2.253896656883889449e+01,5.948165096096893478e+00,1.882946360730505120e+01,8.389301692237486563e+00,1.044428495557751013e+01,3.903723288438966321e+00,7.108049731586480569e+00,5.392432634669265212e+01,6.725388000415178702e+00,3.499202560228593661e+00,4.314939269292922042e+00,5.344376088148272430e+01,3.743303381784662154e+00
1.037881862619112816e+01,5.614889355076189581e+00,6.521983011313956524e+00,5.349703365625604334e+00,7.035895918804748739e+00,1.831962536832854838e+01,2.840045878966336090e+01,1.221979408291823610e+01,5.285041848025970879e+00,2.522085364407505281e+01,2.357914127367329726e+01,5.001162390939137481e+01,3.189665848401865489e+01,2.683429891148451318e+01,6.849038577121456228e+02,2.193361318395870541e+01,3.100002765439910490e+01,6.151526273093341324e+00,1.576151140358017599e+01,1.006372548903170205e+01,2.383684377660725673e+01,8.159311337969612055e+00,1.913905823870940992e+01,1.162485314420581695e+01,1.576757138179908324e+01,5.688795371640948950e+00,9.871042085459746929e+00,1.674291052611838992e+01,8.531461308701045354e+00,3.549389541298088702e+00,6.186661167794264315e+01,5.897612585495353166e+00,4.136292994529929956e+01,1.990572996367825098e+01,6.556581540476956960e+00,5.411644090253007633e+00,3.007397959814809596e+01,2.267118669973885758e+01,5.931433758312524063e+00,1.927696745209481932e+01,8.405908057493773455e+00,1.048584841703312520e+01,3.901770232650223935e+00,7.135021679344624168e+00,5.392686042461426155e+01,6.748097994610400718e+00,3.497559491153267697e+00,4.333623470383783705e+00,5.465679421052002596e+01,3.767647043583878474e+00
1.035756311963221954e+01,5.614429388316400704e+00,6.568298778524132686e+00,5.283095616060717425e+00,7.033429954376595461e+00,1.845496378061564613e+01,2.848970608099117641e+01,1.223041616415234856e+01,5.375313813861854584e+00,2.541803770545905294e+01,2.400964029175384340e+01,5.096329130095276838e+01,3.310275797218586291e+01,2.692654776834790908e+01,7.023262433886195595e+02,2.167742762969374581e+01,3.142010646642670224e+01,6.182175011923589203e+00,1.596818064475303522e+01,1.068400356468969470e+01,2.433843995063647370e+01,8.131503275070313563e+00,1.909221971359546544e+01,1.192579690991617092e+01,1.569135949780152828e+01,5.669742588092637980e+00,1.000336664886209803e+01,1.680473217804217256e+01,8.492575963529358063e+00,3.531046466837754583e+00,6.234855839967845981e+01,5.859027402611735269e+00,4.121790006809771967e+01,2.052474312949803448e+01,6.613053138730455416e+00,5.378702362751283772e+00,2.981332275058481684e+01,2.249744328936291637e+01,5.897694949979868539e+00,1.952716663320201107e+01,8.463473572237429465e+00,1.063303314594310223e+01,3.887247954799855076e+00,7.157025982441197698e+00,5.640298448386569419e+01,6.730841986266096200e+00,3.486382732975809251e+00,4.392931896695631444e+00,5.582603355114742527e+01,3.857547202252793905e+00
1.035801918919469067e+01,5.625329777381067764e+00,6.542747973323233879e+00,5.289517620054889235e+00,7.194513734938318805e+00,1.867142141540002598e+01,2.846926987858469005e+01,1.225389511383639807e+01,5.389410622188623101e+00,2.549404914501756636e+01,2.523560983222207810e+01,5.284589993239164585e+01,3.437055033558026196e+01,2.768047732908530634e+01,7.081609982380342672e+02,2.199615013022480525e+01,3.205096414061456045e+01,6.216675228815998544e+00,1.584625817692904981e+01,1.118282101016798968e+01,2.450821258473715858e+01,8.147104758109776412e+00,1.914009690737608693e+01,1.234911626143901131e+01,1.571781632190172218e+01,5.672122611980563001e+00,1.023757053516424520e+01,1.712250110500360023e+01,8.521082724042049250e+00,3.541271450344431138e+00,6.264315515136754442e+01,5.859446321882110453e+00,4.161355723032265530e+01,2.090087206864212988e+01,6.700706443943921897e+00,5.390585843100595298e+00,3.024786019648589175e+01,2.248865847406035456e+01,5.963370552430980354e+00,1.950622566215994880e+01,8.567246329354615497e+00,1.089724480140044172e+01,3.867064262911215522e+00,7.184828686180263269e+00,5.760990515369676501e+01,6.757247837498188581e+00,3.509381612317400645e+00,4.427662036879989493e+00,5.716857587920878103e+01,3.926753892973288806e+00
1.044748807742589847e+01,5.667422635311240242e+00,6.601556189906761851e+00,5.408303859331520691e+00,7.319520021790172137e+00,1.895714748051519649e+01,2.871718365599980416e+01,1.251332785342489906e+01,5.723685972853038706e+00,2.599848463868669413e+01,2.559588505014088611e+01,5.407133389140866342e+01,3.517565524739416816e+01,2.817571990457081554e+01,7.152586092512613050e+02,2.234268270983448446e+01,3.280278801649907905e+01,6.272695741965471861e+00,1.580088791246108038e+01,1.172836834310360565e+01,2.482283304620270670e+01,8.187819138155015608e+00,1.916408883339673253e+01,1.313652458785062471e+01,1.583027887011401091e+01,5.696204587601227942e+00,1.030323403015614936e+01,1.746156466348084635e+01,8.557082391703854540e+00,3.569005383785455621e+00,6.323198629466172349e+01,5.899665359800221331e+00,4.266813788206581393e+01,2.252043283168882937e+01,6.733895174233372138e+00,5.428234357218718387e+00,3.096227447916973219e+01,2.283089711041507641e+01,5.996864582955565126e+00,1.964073652397212300e+01,8.660123462051112497e+00,1.101472072420774850e+01,3.877614042607580469e+00,7.279702598915995360e+00,5.922034567252792669e+01,6.770887518804245886e+00,3.525779833512939110e+00,4.513954987446973988e+00,5.725195247377014596e+01,4.045257453875841236e+00
